,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
1034,Business Development Manager,GlobalData Plc,Dubai,United Arab Emirates,Full Time,Experienced,Business Development,"Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",29 days ago
1035,Business Analyst,Virtusa,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",1 month ago
1036,Secondary Teacher of Biology at Safa Community School,Safa Community School,Dubai,United Arab Emirates,Full Time,Not specified,Administration,"R&D/Science, Education/Teaching, education, teaching, administration, admin, biology, science, english",29 days ago
1037,QC Specialist,SAUDIBIO,Riyadh,Saudi Arabia,Full Time,Experienced,Quality,"Pharmaceutical, Engineering - Telecom/Technology, Quality Control, QC, Quality, Quality Assurance, Pharmacy, QA, Pharmaceutical",30 days ago
1038,Business Analyst - Treasury,Virtusa,Doha,Qatar,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",1 month ago
1039,SENIOR DRY UTILITIES ENGINEER,Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, information technology (it), computer science, engineering, software development, electrical engineering, development, autocad",1 month ago
1040,Senior Manager BPA (Business Planning Administration),Caliberly,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",29 days ago
1041,Inside Sales Engineer,Koch Industries,Dubai,United Arab Emirates,Full Time,Entry Level,Sales/Retail,"Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",30 days ago
1042,QC Specialist - Microbiology,SAUDIBIO,Riyadh,Saudi Arabia,Full Time,Experienced,Quality,"Pharmaceutical, Engineering - Telecom/Technology, Quality Control, QC, Quality, Quality Assurance, Pharmacy, QA, Pharmaceutical",30 days ago
1043,SENIOR STRUCTURAL ENGINEER,Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Civil Engineering, Computer Engineering",1 month ago
1044,DESK SIDE AND TECHNOLOGY SUPPORT ANALYST,Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, software, customer service, project management",1 month ago
1045,Project management engineer,The Professionals,Riyadh,Saudi Arabia,Full Time,Entry Level,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, Civil Engineering, Information Technology (IT), Computer Science, Construction, PMP",1 month ago
1046,Regulatory Affairs Specialist - East Gulf & Levant,Takeda Pharmaceutical Company Limited,Cairo,Egypt,Full Time,Not specified,Administration,"Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Administration, Science, Legal, Pharmaceutical, Medical",29 days ago
1047,Solutions Architect (Senior),EquaTalent,Dubai,United Arab Emirates,Full Time,Experienced,Customer Service/Support,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, Software Engineering, Software Development, Solution Architecture",1 month ago
1048,Operations Analyst,Snoonu,Doha,Qatar,Full Time,Experienced,Operations/Management,"Analyst/Research, Sales/Retail, Analysis, Operations, Sales, Sales Skills, Indoor Sales, Outdoor Sales, Information Technology (IT)",30 days ago
1049,Product Associate,Bayut.com,Dubai,United Arab Emirates,Full Time,Entry Level,Medical/Healthcare,"Sales/Retail, Pharmaceutical, Marketing, Pharmacy, Research, Science, Analysis, Medical, Sales",1 month ago
1050,QC ENGINEER (SAUDI NATIONAL) - AL ULA,Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Control, QC, Quality Assurance, QA, Engineering, Computer Science, Quality",1 month ago
1051,SENIOR HSE ENGINEER,Jobs for Humanity,Riyadh,Saudi Arabia,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Quality Control",1 month ago
1052,Egypt Country Manager,Haleon,Cairo,Egypt,Full Time,Manager,Customer Service/Support,"Operations/Management, Sales/Retail, Sales, Sales Skills, Customer Service, Indoor Sales, Management, Outdoor Sales, Customer Care",29 days ago
1053,Business Analyst - Technical Writer,Ahoy,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",29 days ago
1054,Product Growth Manager,Alfan,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Marketing/PR/Advertising, Project/Program Management, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Market Research, Project Management",1 month ago
1055,Associate Principal - Real Estate Americas,Abu Dhabi Investment Council,Dubai,United Arab Emirates,Full Time,Experienced,Engineering - Construction/Civil/Architecture,"IT/Software Development, Engineering - Telecom/Technology, engineering, information technology (it), business development, computer science, education, mba, management",30 days ago
1056,Sr.Sales Engineer,Emerson,Kuwait City,Kuwait,Full Time,Experienced,Sales/Retail,"Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",30 days ago
1057,Quality Control Manager,SAUDIBIO,Riyadh,Saudi Arabia,Full Time,Manager,IT/Software Development,"Quality, Engineering - Telecom/Technology, Quality Control, Quality Assurance, Quality, Engineering, QC, Computer Science, QA",30 days ago
1058,Project Control Manager,Sasel Saudi L.L.C.,Riyadh,Saudi Arabia,Full Time,Not specified,Engineering - Construction/Civil/Architecture,"IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Civil Engineering, Computer Science, Management",1 month ago
1059,Performance & Finance Analyst,Saudi Aramco,Riyadh,Saudi Arabia,Full Time,Not specified,Human Resources,"IT/Software Development, Engineering - Telecom/Technology, Performance Management, Human Resources (HR), Recruitment, Computer Science, Information Technology (IT), Management, Microsoft Office",30 days ago
1060,Enterprise Sales,Velents,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, Sales, Sales Skills, Sales Target, Customer Service, Information Technology (IT), Customer Care, Customer Support",1 month ago
1061,Central Finance | Finance MIS (Management Information Systems) Experience Associate/ Senior,Deloitte,Cairo,Egypt,Full Time,Entry Level,Accounting/Finance,"Operations/Management, Analyst/Research, finance, accounting, microsoft office, financial analysis, financial management, computer science, analysis",30 days ago
1062,Network Engineer - CCIE | Al Futtaim Engineering & Technologies | Al Futtaim Real Estate,Al,Dubai,United Arab Emirates,Freelance / Project,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, Computer Engineering, Networks, Installation",1 month ago
1063,Senior Database Administrator (M/F/D),All for One Egypt,Alexandria,Egypt,Full Time,Experienced,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Oracle, SQL, Database, Linux, Computer Engineering",1 month ago
1064,"Senior Manager, Traded Risk Model",Commercial Bank of Dubai,Dubai,United Arab Emirates,Full Time,Manager,Accounting/Finance,"IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, finance, management, analysis, design",1 month ago
1065,Senior Product Manager-Workplace Service-Information System,ByteDance,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, software, project management, management",1 month ago
1066,Regulatory Affairs Specialist,Cepheid,Riyadh,Saudi Arabia,Full Time,Not specified,Administration,"Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Administration, Science, Legal, Pharmaceutical, Medical",1 month ago
1067,Sales Executive-ICT Services | Al Futtaim Technologies | Digital Transformation,Al,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), sales, computer science, sales skills, management, engineering, retail",1 month ago
1068,Regulatory Affairs Specialist - West Gulf,Takeda,Cairo,Egypt,Full Time,Entry Level,Administration,"Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Administration, Science, Legal, Pharmaceutical, Medical",30 days ago
1069,Solution Expert - SAP Automotive YL- Corporate Services-Dubai,Al,Dubai,United Arab Emirates,Full Time,Entry Level,Installation/Maintenance/Repair,"IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), MCSE, CCNA, Cisco, Microsoft Certified Solutions Expert, VMWare",1 month ago
1070,Regulatory Affairs Specialist - East Gulf & Levant,Takeda,Cairo,Egypt,Full Time,Entry Level,Administration,"Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Administration, Science, Legal, Pharmaceutical, Medical",30 days ago
1071,Mechanical QC Engineer (Welding),Archirodon Group N.V.,Dubai,United Arab Emirates,Full Time,Experienced,Installation/Maintenance/Repair,"Quality, Engineering - Mechanical/Electrical, Mechanical Engineering, Engineering, AutoCAD, Quality Control, Maintenance, HVAC, Electrical Engineering",1 month ago
1072,Pre Sales Engineer - Genesys | Al Futtaim Real Estate | Al Futtaim Engineering & Technologies,Al,Riyadh,Saudi Arabia,Full Time,Entry Level,Sales/Retail,"Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",1 month ago
